b1_sae,b1_sse,b1_d1n,b1_px,b2_sae,b2_sse,b2_d1n,b2_px,b3_sae,b3_sse,b3_d1n,b3_px,b4_sae,b4_sse,b4_d1n,b4_px,b5_sae,b5_sse,b5_d1n,b5_px,b6_sae,b6_sse,b6_d1n,b6_px,all_sae,all_sse,all_d1n,all_px
16345.991211,96499.0,2722,6814,5749.146484,7587.126953,15638,18107,17177.931641,57157.65625,13483,17148,24361.587891,99588.976562,8350,13219,31104.333984,205870.203125,3427,8443,24740.085938,288661.625,1214,3269,119479.078125,755364.625,44834,67000
7014.743652,10935.482422,12316,17358,10318.349609,15119.205078,14244,19225,20703.529297,76261.84375,10631,16466,15850.892578,65201.398438,3856,7602,23756.800781,157385.9375,2455,6094,20505.71875,257539.703125,974,2607,98150.039062,582443.625,44476,69352
0.0,0.0,0,0,15024.195312,59377.277344,24530,28952,18210.539062,67507.703125,11872,15888,11100.599609,38724.542969,4112,6716,19035.460938,102705.34375,3942,6742,21936.15625,247102.96875,1511,3247,85306.953125,515417.84375,45967,61545
980.341553,4661.049805,453,626,10296.603516,14335.481445,21544,24519,17497.082031,42596.15625,11447,14929,22899.306641,100891.03125,4851,8613,16623.953125,95129.484375,2524,5043,28491.113281,316744.5,866,3664,96788.40625,574357.75,41685,57394
2035.881348,4477.397461,10351,10807,8950.533203,14702.954102,13459,15275,9610.423828,19469.498047,8112,10207,18986.496094,77350.195312,3284,6949,19962.914062,145172.21875,2748,4947,55098.636719,740744.375,164,4590,114644.882812,1001916.6875,38118,52775
0.0,0.0,0,0,11557.770508,34598.984375,19849,23341,22490.646484,54797.148438,6162,14550,15401.578125,54910.203125,1384,5627,20936.333984,135015.171875,1382,4484,34370.242188,396817.6875,563,3525,104756.570312,676139.125,29340,51527
380.490204,206.147842,1173,1341,3842.198975,5040.99707,23635,24644,9919.177734,20278.082031,11432,14186,2476.601318,5524.080566,4433,4692,5145.168945,23874.46875,4059,4464,24508.667969,293545.25,1756,3633,46272.304688,348469.0,46488,52960
33100.296875,116550.265625,0,11610,12596.506836,28291.0625,15778,18932,15065.691406,35705.085938,7128,11825,7510.983398,20490.957031,2380,4066,14472.212891,81849.9375,1942,4154,27100.324219,345938.78125,665,2866,109846.015625,628826.125,27893,53453
233.552673,9.513622,8996,8996,11215.979492,48011.585938,31263,33649,5377.82666,11079.75,11380,12422,7049.933594,17376.136719,5702,7175,31956.453125,152179.671875,8197,13094,27951.890625,224575.375,2014,5348,83785.640625,453232.03125,67552,80684
16.512842,1.29281,346,346,8266.317383,26218.265625,31519,32852,7726.78125,16402.373047,14459,15733,12681.173828,35757.625,5980,8915,34641.757812,158611.78125,8178,13723,32587.345703,229737.421875,2258,6415,95919.890625,466728.75,62740,77984
